id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,expected_loss
1,2,1|bld,5.800000000000001,0.362190934,suv,2,f,b,1,hybrid,161,73.0,black,m,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184,5585.9989692618865
1459,2,1|bld,5.71,0.779211679,suv,2,f,a,6,petrol,123,107.0,gray,m,1,weekend,6am - 12pm,12,646.7338464673431,0.0,0,0,0.0,0.0
1460,3,1|bld,1.7200000000000006,0.99933142633,stnwg,1,f,c,3,petrol,198,89.0,green,m,1,weekend,12am - 6 am,12,642.7150924362763,1.0,0,0,0.0,0.0
1461,2,1|bld,1.12,0.135905641,stnwg,1,m,a,3,dissel,208,55.0,gray,s,1,weekday,6am - 12pm,12,647.754163004721,0.0,0,0,0.0,0.0
1462,1,1|bld,6.45,0.4653891295,suv,3,m,c,5,dissel,100,113.0,black,s,0,weekend,6am - 12pm,6,647.603610681665,1.0,0,0,0.0,0.0
1463,4,2|val,4.34,0.04288563,ute,2,f,f,2,petrol,162,121.0,black,s,1,weekday,12pm - 6pm,12,643.578889884585,0.0,0,0,0.0,0.0
1464,4,2|val,1.0697000000000008,0.088935876,stnwg,1,f,e,3,dissel,172,78.0,white,s,1,weekday,6am - 12pm,12,661.7550232371524,0.0,0,0,0.0,0.0
1465,3,1|bld,6.36,0.711196235,stnwg,3,m,a,3,petrol,123,113.0,red,s,1,weekday,12pm - 6pm,12,638.3375544850225,0.0,0,0,0.0,0.0
1466,4,2|val,6.07,0.22164805,sedan,2,m,b,5,petrol,103,127.0,brown,m,1,weekday,12pm - 6pm,12,645.9155016205275,0.0,0,0,0.0,0.0
1467,2,1|bld,6.220000000000001,0.274965269,sedan,2,m,d,5,petrol,71,120.0,blue,m,1,weekday,6am - 12pm,12,646.2607862009273,0.0,0,0,0.0,0.0
1468,3,1|bld,5.96,0.648709644,suv,3,f,a,4,petrol,140,91.0,gray,s,1,weekend,6am - 12pm,12,668.7158374960367,0.0,0,0,0.0,0.0
1469,4,2|val,1.8500000000000003,0.806230752,stnwg,2,m,a,4,dissel,160,91.0,gray,m,1,weekday,6am - 12pm,12,648.5106462604311,0.0,0,0,0.0,0.0
1470,1,1|bld,4.25,0.074860445,hdtop,1,f,d,3,petrol,276,94.0,white,s,1,weekday,12pm - 6pm,12,658.530922988822,0.0,0,0,0.0,0.0
1471,2,1|bld,1.6400000000000006,0.44146574,stnwg,1,m,a,3,dissel,199,79.0,black,s,1,weekend,6am - 12pm,12,651.1985871404461,0.0,0,0,0.0,0.0
1472,3,1|bld,4.49,0.404364209,ute,1,f,e,4,hybrid,217,128.0,blue,m,1,weekday,12pm - 6pm,12,660.0758130255819,0.0,0,0,0.0,0.0
1473,3,1|bld,4.210000000000001,0.265864066,panvn,1,m,a,1,petrol,107,93.0,yellow,s,0,weekend,6am - 12pm,12,649.9726224262018,0.0,0,0,0.0,0.0
1474,4,2|val,6.15,0.562617041,suv,4,f,a,3,petrol,123,101.0,white,m,1,weekend,6am - 12pm,12,676.8502495167842,0.0,0,0,0.0,0.0
1475,4,2|val,6.3500000000000005,0.472661015,stnwg,4,m,d,2,electric,165,129.0,silver,s,1,weekday,12pm - 6pm,12,640.4332499015742,0.0,0,0,0.0,0.0
1476,2,1|bld,1.4000000000000004,0.881972165,suv,1,m,a,5,petrol,113,103.0,black,m,0,weekend,6am - 12pm,12,660.8925610604729,1.0,0,0,0.0,0.0
1477,4,2|val,5.8500000000000005,0.263582235,suv,3,f,c,5,petrol,117,113.0,black,s,1,weekday,6am - 12pm,6,647.6464444568778,0.0,0,0,0.0,0.0
1478,1,1|bld,5.3100000000000005,0.52439273,stnwg,4,f,c,1,hybrid,163,118.0,black,m,0,weekend,12pm - 6pm,12,637.5585862261025,0.0,0,0,0.0,0.0
1479,3,1|bld,3.91,0.117868671,ute,1,f,c,5,dissel,221,100.0,black,m,1,weekday,6pm - 12am,12,636.9088633039411,0.0,0,0,0.0,0.0
1480,2,1|bld,2.03,0.850138667,stnwg,2,f,b,4,petrol,130,81.0,white,m,1,weekday,12am - 6 am,12,660.1477300892973,0.0,0,0,0.0,0.0
1481,3,1|bld,3.64,0.169309494,suv,1,f,c,2,petrol,187,124.0,yellow,m,1,weekday,6am - 12pm,12,650.8043272209117,0.0,0,0,0.0,0.0
1482,2,1|bld,5.82,0.882390701,stnwg,3,m,a,2,petrol,108,125.0,green,m,1,weekend,12pm - 6pm,12,639.1652473718455,0.0,0,0,0.0,0.0
1483,2,1|bld,5.550000000000001,0.574636427,suv,2,m,a,5,petrol,102,106.0,black,m,0,weekday,6am - 12pm,12,663.0848214692405,0.0,0,0,0.0,0.0
1484,2,1|bld,4.67,0.083784667,suv,1,m,c,2,petrol,197,96.0,green,s,1,weekday,6pm - 12am,6,662.4053567519015,0.0,0,0,0.0,0.0
1485,2,1|bld,4.84,0.509080608,sedan,1,f,c,5,electric,143,114.0,blue,m,1,weekday,12pm - 6pm,12,642.3240970508944,0.0,0,0,0.0,0.0
1486,2,1|bld,2.33,0.05399834,stnwg,1,m,a,3,petrol,169,77.0,brown,m,1,weekend,6am - 12pm,6,654.962564929064,0.0,0,0,0.0,0.0
1487,1,1|bld,1.33,0.535913049,stnwg,1,f,c,2,dissel,201,55.0,black,s,1,weekday,6am - 12pm,12,643.5884686676197,0.0,0,0,0.0,0.0
1488,3,1|bld,1.0697000000000008,0.160911341,stnwg,1,m,a,4,dissel,149,121.0,red,m,1,weekday,12am - 6 am,6,663.565134760309,0.0,0,0,0.0,0.0
1489,2,1|bld,5.7700000000000005,0.420863903,stnwg,2,f,a,3,electric,191,119.0,gray,m,0,weekday,12pm - 6pm,12,633.9840188883015,0.0,0,0,0.0,0.0
1490,4,2|val,1.0697000000000008,0.611711719,stnwg,1,f,a,3,dissel,138,109.0,silver,s,1,weekday,12pm - 6pm,12,665.62327004084,0.0,0,0,0.0,0.0
1491,3,1|bld,4.11,0.579258395,ute,1,f,e,1,petrol,213,105.0,silver,s,0,weekday,12pm - 6pm,12,644.5057152600787,0.0,0,0,0.0,0.0
1492,1,1|bld,3.76,0.921423261,ute,1,f,a,4,dissel,227,105.0,black,s,1,weekday,12pm - 6pm,12,656.8298076586029,1.0,0,0,0.0,0.0
1493,2,1|bld,5.59,0.3739739455,suv,2,f,c,6,petrol,160,129.0,white,m,1,weekend,6am - 12pm,6,659.0010060731024,0.0,0,0,0.0,0.0
1494,3,1|bld,5.25,0.543313796,suv,2,f,c,3,petrol,116,120.0,gray,m,1,weekday,12pm - 6pm,12,642.5424718040038,0.0,0,0,0.0,0.0
1495,3,1|bld,6.41,0.182397262,suv,3,f,d,2,electric,113,121.0,blue,m,0,weekday,6am - 12pm,6,654.6768140468292,0.0,0,0,0.0,0.0
1496,2,1|bld,1.0697000000000008,0.077870825,stnwg,1,m,a,4,petrol,130,84.0,silver,m,1,weekday,6am - 12pm,6,654.0775604984713,0.0,0,0,0.0,0.0
1497,4,2|val,1.7200000000000006,0.52223723,stnwg,1,f,a,1,petrol,108,103.0,black,m,0,weekend,6am - 12pm,12,642.7586451322352,0.0,0,0,0.0,0.0
1498,4,2|val,6.0200000000000005,0.035506742,sedan,1,m,c,4,petrol,128,118.0,green,m,0,weekday,12pm - 6pm,6,641.1640968260247,0.0,0,0,0.0,0.0
1499,3,1|bld,1.9000000000000004,0.684047613,stnwg,1,f,b,6,dissel,120,99.0,black,s,1,weekend,12pm - 6pm,12,650.3410973177849,0.0,0,0,0.0,0.0
1500,3,1|bld,6.74,0.378834119,sedan,4,m,b,4,electric,105,109.0,gray,s,1,weekend,12pm - 6pm,12,644.7022597090428,0.0,0,0,0.0,0.0
1501,4,2|val,4.69,0.032287429,stnwg,1,f,c,4,dissel,121,113.0,white,s,1,weekday,6am - 12pm,6,641.95139698734,0.0,0,0,0.0,0.0
1502,1,1|bld,4.790000000000001,0.2989196535,suv,1,f,c,4,petrol,121,123.0,brown,m,0,weekday,6am - 12pm,6,653.580605537978,0.0,0,0,0.0,0.0
1503,4,2|val,5.58,0.583849011,suv,4,f,c,3,petrol,127,122.0,blue,s,0,weekday,12pm - 6pm,12,650.4010458797608,0.0,0,0,0.0,0.0
1504,1,1|bld,5.930000000000001,0.789156915,sedan,1,f,a,1,electric,71,112.0,blue,s,1,weekday,6am - 12pm,12,646.6957508493026,0.0,0,0,0.0,0.0
1505,1,1|bld,6.180000000000001,0.117885186,sedan,1,f,c,2,petrol,156,124.0,red,s,0,weekday,12pm - 6pm,6,643.7327050570843,0.0,0,0,0.0,0.0
1506,2,1|bld,6.76,0.3170451765,suv,3,f,c,3,dissel,164,99.0,gray,s,1,weekday,6am - 12pm,6,656.7654899166621,0.0,0,0,0.0,0.0
1507,4,2|val,4.49,0.603748615,suv,2,m,b,3,petrol,104,112.0,red,s,1,weekday,6am - 12pm,12,643.8581237672201,0.0,0,0,0.0,0.0
1508,2,1|bld,4.0600000000000005,0.129125581,stnwg,2,f,b,2,petrol,178,122.0,black,s,1,weekday,12pm - 6pm,12,639.8709472524141,0.0,0,0,0.0,0.0
1509,2,1|bld,7.0,0.39329064,sedan,4,m,b,2,hybrid,73,127.0,white,s,0,weekend,12pm - 6pm,12,643.9841013733808,0.0,0,0,0.0,0.0
1510,4,2|val,6.890000000000001,0.266272385,sedan,4,m,a,1,hybrid,94,108.0,black,m,1,weekday,12am - 6 am,6,646.2417534092443,0.0,0,0,0.0,0.0
1511,1,1|bld,1.5500000000000007,0.667137948,stnwg,1,f,d,4,petrol,188,83.0,silver,m,1,weekday,12pm - 6pm,12,644.2573393338276,0.0,0,0,0.0,0.0
1512,3,1|bld,4.26,0.32037864,ute,2,m,a,2,petrol,163,120.0,brown,m,1,weekend,6am - 12pm,12,645.5836355700046,0.0,0,0,0.0,0.0
1513,2,1|bld,4.48,0.4255492825,ute,1,f,a,4,petrol,264,103.0,silver,m,0,weekday,12pm - 6pm,6,644.5340354222433,0.0,0,0,0.0,0.0
1514,2,1|bld,6.45,0.107012618,sedan,2,f,c,6,petrol,83,114.0,black,s,1,weekday,12am - 6 am,12,645.2590389168261,0.0,0,0,0.0,0.0
1515,1,1|bld,5.930000000000001,0.1242302665,suv,2,f,c,6,petrol,155,91.0,gray,m,0,weekday,6am - 12pm,6,663.5412865032312,0.0,0,0,0.0,0.0
1516,3,1|bld,6.7,0.361148255,sedan,3,m,a,3,hybrid,91,115.0,white,s,0,weekday,6am - 12pm,12,642.5319318995594,0.0,0,0,0.0,0.0
1517,1,1|bld,5.0,0.2001248825,ute,2,f,b,4,petrol,286,111.0,yellow,s,1,weekend,6pm - 12am,6,662.6912397630547,0.0,0,0,0.0,0.0
1518,3,1|bld,5.83,0.746548902,stnwg,2,f,c,4,petrol,116,119.0,gray,s,0,weekend,6am - 12pm,12,640.5960237547264,0.0,0,0,0.0,0.0
1519,4,2|val,6.3100000000000005,0.305844344,suv,3,m,f,3,petrol,164,94.0,white,s,1,weekday,6pm - 12am,12,665.5201521242565,0.0,0,0,0.0,0.0
1520,1,1|bld,5.53,0.061602699,suv,3,m,b,4,petrol,105,115.0,silver,m,0,weekday,6pm - 12am,6,654.4891421266627,0.0,0,0,0.0,0.0
1521,4,2|val,3.12,0.407697219,stnwg,2,f,c,5,hybrid,206,95.0,gray,m,1,weekday,12am - 6 am,12,640.2659433341013,0.0,0,0,0.0,0.0
1522,1,1|bld,6.3500000000000005,0.126336932,stnwg,4,f,c,5,petrol,109,122.0,green,m,1,weekday,12pm - 6pm,12,634.2727635490821,0.0,0,0,0.0,0.0
1523,1,1|bld,1.7400000000000002,0.290426969,stnwg,1,f,a,3,petrol,149,106.0,black,m,0,weekday,6pm - 12am,6,642.6286257159035,0.0,0,0,0.0,0.0
1524,2,1|bld,5.640000000000001,0.862073952,suv,1,f,c,2,petrol,195,93.0,gray,s,1,weekday,12pm - 6pm,12,659.6403567322817,0.0,0,0,0.0,0.0
1525,1,1|bld,5.28,0.717986867,hdtop,2,m,e,4,petrol,293,117.0,yellow,m,0,weekday,12pm - 6pm,12,641.4937405882084,0.0,0,0,0.0,0.0
1526,1,1|bld,2.96,0.564596053,stnwg,1,f,b,5,petrol,146,96.0,silver,s,1,weekend,6am - 12pm,12,648.2553263131263,0.0,0,0,0.0,0.0
1527,1,1|bld,1.0697000000000008,0.794602196,stnwg,1,f,c,2,dissel,205,91.0,white,s,0,weekday,12pm - 6pm,12,643.574752905416,0.0,0,0,0.0,0.0
1528,4,2|val,6.7700000000000005,0.321966792,sedan,3,f,a,3,petrol,107,108.0,black,s,0,weekday,12pm - 6pm,12,649.0233735960057,0.0,0,0,0.0,0.0
1529,4,2|val,1.99,0.53630539,stnwg,1,f,f,2,petrol,141,84.0,black,m,0,weekday,6pm - 12am,12,660.353251807386,0.0,0,0,0.0,0.0
1530,4,2|val,6.33,0.544111606,suv,3,f,a,3,petrol,114,120.0,blue,s,1,weekday,12am - 6 am,12,642.5582211243598,0.0,0,0,0.0,0.0
1531,2,1|bld,6.4,0.1250331615,ute,4,f,c,2,electric,259,114.0,gray,s,1,weekday,12pm - 6pm,6,644.0505818222591,0.0,0,0,0.0,0.0
1532,3,1|bld,3.4000000000000004,0.394137674,truck,1,f,d,6,petrol,209,83.0,brown,m,1,weekday,12am - 6 am,12,661.9188931840806,0.0,0,0,0.0,0.0
1533,2,1|bld,1.3500000000000003,0.814826545,stnwg,1,m,d,4,petrol,171,116.0,white,m,0,weekday,6pm - 12am,12,656.2029059243783,0.0,0,0,0.0,0.0
1534,2,1|bld,6.28,0.99933142633,sedan,2,f,c,3,hybrid,95,128.0,green,s,1,weekday,6am - 12pm,12,653.7762033742046,1.0,0,0,0.0,0.0
1535,3,1|bld,6.5200000000000005,0.0415612295,suv,3,m,c,1,dissel,112,104.0,gray,m,1,weekday,6am - 12pm,6,665.1280144583254,0.0,0,0,0.0,0.0
1536,1,1|bld,6.33,0.681163893,suv,3,f,a,5,petrol,188,112.0,red,m,0,weekday,6am - 12pm,12,652.1259528170094,0.0,0,0,0.0,0.0
1537,3,1|bld,6.2,0.519516933,suv,3,f,a,5,petrol,100,133.0,white,s,0,weekday,12pm - 6pm,12,646.4128606488653,0.0,0,0,0.0,0.0
1538,4,2|val,6.2,0.212181397,suv,3,m,b,1,petrol,105,133.01000000000022,black,m,0,weekday,12pm - 6pm,12,654.3232608101563,0.0,0,0,0.0,0.0
1539,4,2|val,7.12,0.717367116,suv,4,m,a,6,electric,118,104.0,brown,s,1,weekday,6am - 12pm,12,685.9360013970353,0.0,0,0,0.0,0.0
1540,1,1|bld,4.95,0.405572891,truck,1,f,a,1,petrol,267,89.0,gray,s,1,weekday,12am - 6 am,12,640.2774001095929,0.0,0,0,0.0,0.0
1541,1,1|bld,4.34,0.173687677,stnwg,1,f,b,2,petrol,189,120.0,black,s,1,weekday,12pm - 6pm,12,645.3419251839406,0.0,0,0,0.0,0.0
1542,2,1|bld,6.69,0.272745898,suv,4,f,a,4,petrol,117,121.0,gray,s,0,weekday,12pm - 6pm,12,637.1748506468788,0.0,0,0,0.0,0.0
1543,1,1|bld,2.99,0.1002190935,stnwg,1,m,c,3,petrol,114,97.0,white,m,1,weekday,6am - 12pm,6,677.3812163587224,0.0,0,0,0.0,0.0
1544,3,1|bld,4.790000000000001,0.227773045,hdtop,2,m,c,6,petrol,291,113.0,green,m,1,weekday,12pm - 6pm,12,647.3990543749234,0.0,0,0,0.0,0.0
1545,1,1|bld,4.33,0.1986069375,truck,2,m,d,3,dissel,333,95.0,white,s,0,weekday,12pm - 6pm,6,649.0171114734459,0.0,0,0,0.0,0.0
1546,4,2|val,6.54,0.130007383,sedan,3,m,a,5,hybrid,79,112.0,black,s,1,weekday,6am - 12pm,12,660.324580627168,0.0,0,0,0.0,0.0
1547,2,1|bld,5.48,0.80878208,stnwg,4,m,f,3,petrol,127,121.0,black,s,1,weekday,12am - 6 am,12,635.2889852679198,0.0,0,0,0.0,0.0
1548,3,1|bld,2.8000000000000007,0.1529847075,stnwg,1,f,c,1,dissel,117,96.0,white,m,1,weekday,12pm - 6pm,6,641.3154445355323,0.0,0,0,0.0,0.0
1549,2,1|bld,5.24,0.3645978925,suv,2,f,d,4,hybrid,114,132.0,black,m,1,weekday,12pm - 6pm,6,643.6279421770437,0.0,0,0,0.0,0.0
1550,3,1|bld,7.15,0.143707148,sedan,4,m,c,5,petrol,72,106.0,yellow,s,1,weekday,6pm - 12am,6,671.3225942359002,0.0,0,0,0.0,0.0
1551,3,1|bld,4.15,0.727005414,stnwg,1,m,b,2,petrol,181,118.0,black,s,1,weekend,6am - 12pm,12,643.5966541547658,0.0,0,0,0.0,0.0
1552,3,1|bld,4.87,0.1950033835,suv,1,f,c,4,electric,121,100.0,white,s,1,weekday,6am - 12pm,6,660.7240849978355,0.0,0,0,0.0,0.0
1553,2,1|bld,1.0697000000000008,0.2807239955,convt,1,m,a,4,petrol,245,55.0,gray,s,1,weekend,6am - 12pm,6,657.6081336429219,0.0,0,0,0.0,0.0
1554,1,1|bld,5.18,0.69814488,sedan,1,f,e,4,petrol,97,133.01000000000022,silver,m,1,weekday,12pm - 6pm,12,646.6931821158735,0.0,0,0,0.0,0.0
1555,4,2|val,1.91,0.559050731,stnwg,1,m,d,2,dissel,154,55.0,blue,s,1,weekend,6am - 12pm,12,643.7754347207997,0.0,0,0,0.0,0.0
1556,1,1|bld,6.3500000000000005,0.780861555,sedan,2,m,a,4,petrol,98,123.0,black,s,1,weekend,12pm - 6pm,12,638.8746131411893,0.0,0,0,0.0,0.0
1557,1,1|bld,4.970000000000001,0.1196403555,suv,1,m,b,4,petrol,196,109.0,white,s,0,weekend,6am - 12pm,6,650.5735667937722,0.0,0,0,0.0,0.0
1558,4,2|val,4.66,0.444702769,stnwg,1,f,d,5,dissel,199,119.0,blue,s,1,weekday,6am - 12pm,12,641.4217332313027,0.0,0,0,0.0,0.0
1559,1,1|bld,6.42,0.109942301,suv,3,f,c,3,petrol,172,97.0,gray,s,1,weekend,12pm - 6pm,12,663.0911529559172,0.0,0,0,0.0,0.0
1560,2,1|bld,5.78,0.646537468,suv,2,m,d,3,dissel,103,129.0,gray,m,1,weekday,6am - 12pm,12,647.4819807871635,0.0,0,0,0.0,0.0
1561,2,1|bld,1.0697000000000008,0.131150932,stnwg,1,f,e,4,dissel,119,72.0,green,s,1,weekday,12pm - 6pm,6,642.1680213874614,0.0,0,0,0.0,0.0
1562,3,1|bld,6.65,0.781577583,sedan,3,m,d,4,hybrid,121,101.0,black,s,1,weekday,12pm - 6pm,12,639.7108172225802,0.0,0,0,0.0,0.0
1563,2,1|bld,6.26,0.47338294,sedan,2,f,b,2,petrol,102,119.0,white,s,1,weekday,12pm - 6pm,12,650.6643114213472,0.0,0,0,0.0,0.0
1564,2,1|bld,1.09,0.303032556,stnwg,2,m,c,3,dissel,160,67.0,white,s,1,weekday,6am - 12pm,12,659.5514454145856,0.0,0,0,0.0,0.0
1565,2,1|bld,4.57,0.527959017,stnwg,3,m,e,3,dissel,100,111.0,white,m,1,weekday,6am - 12pm,12,639.1737892329677,0.0,0,0,0.0,0.0
1566,1,1|bld,1.62,0.28854594,stnwg,1,f,c,1,dissel,139,62.0,white,m,1,weekday,12pm - 6pm,6,644.9322512712404,0.0,0,0,0.0,0.0
1567,2,1|bld,5.92,0.111883962,suv,2,m,c,4,petrol,147,105.0,green,s,1,weekday,6am - 12pm,12,651.5376321556575,0.0,0,0,0.0,0.0
1568,3,1|bld,5.7,0.267610672,suv,2,m,c,4,petrol,185,130.0,red,m,1,weekday,6am - 12pm,12,647.5539045444095,0.0,0,0,0.0,0.0
1569,3,1|bld,6.59,0.673871438,sedan,3,f,a,6,hybrid,75,106.0,white,s,1,weekday,12am - 6 am,12,653.688967864248,0.0,0,0,0.0,0.0
1570,4,2|val,6.07,0.820034583,ute,3,f,f,2,petrol,254,133.01000000000022,gray,m,1,weekday,6am - 12pm,12,646.0210906540308,0.0,0,0,0.0,0.0
1571,3,1|bld,1.0697000000000008,0.679649992,stnwg,2,f,a,2,petrol,202,94.0,black,s,0,weekday,12pm - 6pm,12,646.3397693575238,0.0,0,0,0.0,0.0
1572,3,1|bld,6.9,0.1062626685,suv,4,m,c,5,petrol,115,111.0,black,m,0,weekday,6pm - 12am,6,642.8418067271565,0.0,0,0,0.0,0.0
1573,4,2|val,6.78,0.236672715,sedan,3,m,a,5,petrol,119,120.0,gray,s,1,weekday,6am - 12pm,12,637.2625969222752,0.0,0,0,0.0,0.0
1574,3,1|bld,2.9400000000000004,0.26404107,truck,1,f,c,4,dissel,333,82.0,white,s,1,weekday,6pm - 12am,12,648.6871618262215,0.0,0,0,0.0,0.0
1575,2,1|bld,5.87,0.513124138,suv,2,f,c,4,dissel,177,96.0,green,m,1,weekend,12pm - 6pm,12,670.309166677262,0.0,0,0,0.0,0.0
1576,1,1|bld,6.0600000000000005,0.78566875,hdtop,4,f,f,3,petrol,231,119.0,black,s,1,weekday,6am - 12pm,12,634.5507873634658,0.0,0,0,0.0,0.0
1577,3,1|bld,4.75,0.27394697,ute,2,f,c,3,petrol,234,95.0,gray,s,1,weekday,12pm - 6pm,12,665.9315869388349,0.0,0,0,0.0,0.0
1578,3,1|bld,4.42,0.974193664,suv,2,f,c,6,petrol,119,88.0,gray,m,1,weekday,12pm - 6pm,12,666.8667869856233,1.0,0,0,0.0,0.0
1579,4,2|val,1.0697000000000008,0.294607651,stnwg,2,f,a,3,dissel,121,64.0,silver,s,1,weekday,12pm - 6pm,12,643.6515843830896,0.0,0,0,0.0,0.0
1580,3,1|bld,5.79,0.708705951,suv,2,m,a,6,petrol,184,94.0,black,s,1,weekday,6am - 12pm,12,668.5978061255712,0.0,0,0,0.0,0.0
1581,2,1|bld,1.1100000000000003,0.1573080335,stnwg,1,m,f,4,hybrid,136,96.0,red,m,1,weekday,6pm - 12am,6,643.8389527063445,0.0,0,0,0.0,0.0
1582,4,2|val,3.69,0.621376505,stnwg,2,f,a,5,petrol,131,113.0,red,s,1,weekday,12pm - 6pm,12,642.3726837731193,0.0,0,0,0.0,0.0
1583,1,1|bld,2.2,0.1531732555,suv,2,m,a,5,petrol,152,99.0,silver,s,1,weekend,6am - 12pm,6,677.607782411466,0.0,0,0,0.0,0.0
1584,4,2|val,4.640000000000001,0.355982459,stnwg,1,f,b,3,petrol,189,114.0,black,m,0,weekday,6am - 12pm,12,643.5988282181236,0.0,0,0,0.0,0.0
1585,2,1|bld,3.95,0.3113763625,hdtop,2,f,b,5,petrol,249,95.0,blue,s,0,weekday,6pm - 12am,6,651.0631806944239,0.0,0,0,0.0,0.0
1586,3,1|bld,6.5600000000000005,0.522320622,suv,3,m,a,3,electric,106,102.0,gray,s,0,weekday,12am - 6 am,12,666.5963449107999,0.0,0,0,0.0,0.0
1587,3,1|bld,4.09,0.075427018,stnwg,2,m,c,2,dissel,209,97.0,silver,s,0,weekday,12pm - 6pm,6,662.8953854439324,0.0,0,0,0.0,0.0
1588,2,1|bld,6.04,0.1503547675,sedan,3,f,c,4,hybrid,81,132.0,gray,m,1,weekday,6am - 12pm,6,642.2718243177077,0.0,0,0,0.0,0.0
1589,2,1|bld,4.07,0.069486833,truck,2,f,d,4,dissel,297,69.0,black,s,1,weekday,6am - 12pm,12,667.7225363301179,0.0,0,0,0.0,0.0
1590,3,1|bld,5.43,0.766980275,suv,2,m,c,6,petrol,208,118.0,gray,s,0,weekday,6am - 12pm,12,651.9499900051287,0.0,0,0,0.0,0.0
1591,3,1|bld,5.76,0.3461393085,sedan,1,m,c,4,petrol,122,131.0,white,s,1,weekend,6am - 12pm,6,644.5584797543193,0.0,0,0,0.0,0.0
1592,1,1|bld,6.03,0.213797578,suv,2,m,b,5,petrol,125,115.0,blue,s,1,weekday,12am - 6 am,12,652.1417038146355,0.0,0,0,0.0,0.0
1593,4,2|val,6.75,0.300336161,sedan,3,m,d,4,hybrid,96,112.0,yellow,m,0,weekday,6pm - 12am,12,646.4704493413473,0.0,0,0,0.0,0.0
1594,1,1|bld,6.630000000000001,0.196542762,suv,3,m,c,4,dissel,114,123.0,green,m,1,weekday,12pm - 6pm,12,652.3412891156827,0.0,0,0,0.0,0.0
1595,2,1|bld,6.7,0.217010005,sedan,3,m,c,2,petrol,120,100.0,gray,s,0,weekday,6am - 12pm,6,650.6840327014568,0.0,0,0,0.0,0.0
1596,2,1|bld,2.390000000000001,0.33374349,truck,1,m,f,4,dissel,298,88.0,red,m,1,weekday,12pm - 6pm,6,677.0384499420435,0.0,0,0,0.0,0.0
1597,1,1|bld,7.16,0.240415961,suv,4,f,c,6,dissel,103,118.0,white,m,1,weekday,12pm - 6pm,12,642.1251062646077,0.0,0,0,0.0,0.0
1598,4,2|val,6.41,0.846200918,sedan,3,m,d,3,dissel,90,133.01000000000022,black,s,0,weekday,6am - 12pm,12,645.6433816598343,0.0,0,0,0.0,0.0
1599,1,1|bld,6.74,0.619347159,sedan,4,m,a,6,hybrid,121,130.0,red,s,1,weekday,12pm - 6pm,12,653.4204636652514,0.0,0,0,0.0,0.0
1600,4,2|val,6.42,0.799541791,ute,4,f,d,5,dissel,221,133.01000000000022,yellow,s,0,weekday,12pm - 6pm,12,639.673542918224,0.0,0,0,0.0,0.0
1601,2,1|bld,5.76,0.147454193,sedan,2,f,b,1,petrol,96,133.01000000000022,silver,s,1,weekday,6am - 12pm,12,645.0041465790263,0.0,0,0,0.0,0.0
1602,2,1|bld,1.0697000000000008,0.625339544,stnwg,1,f,a,2,dissel,149,64.0,gray,s,1,weekday,6pm - 12am,12,653.9816412214823,0.0,0,0,0.0,0.0
1603,1,1|bld,3.5900000000000003,0.285141291,stnwg,2,f,b,3,petrol,152,97.0,black,m,1,weekday,12pm - 6pm,6,674.121362097263,0.0,0,0,0.0,0.0
1604,2,1|bld,1.87,0.755862523,mcara,2,f,e,2,dissel,109,82.0,silver,s,0,weekend,12pm - 6pm,12,641.486343094095,0.0,0,0,0.0,0.0
1605,2,1|bld,6.050000000000001,0.1107360405,sedan,1,m,a,1,petrol,89,118.0,gray,m,0,weekend,12pm - 6pm,6,645.1331612191125,0.0,0,0,0.0,0.0
1606,2,1|bld,6.430000000000001,0.37590448,ute,4,f,c,2,hybrid,206,101.0,gray,s,1,weekday,6am - 12pm,12,650.2381722380718,0.0,0,0,0.0,0.0
1607,4,2|val,6.390000000000001,0.620254519,suv,3,f,d,6,petrol,155,88.0,blue,s,0,weekday,6am - 12pm,12,661.6540642158287,0.0,0,0,0.0,0.0
1608,2,1|bld,5.37,0.3682655285,suv,1,m,c,4,petrol,147,93.0,black,s,1,weekday,12pm - 6pm,6,667.209185117571,0.0,0,0,0.0,0.0
1609,2,1|bld,6.17,0.956111254,sedan,2,m,a,3,petrol,72,126.0,blue,s,1,weekday,12am - 6 am,12,633.9840798812016,1.0,0,0,0.0,0.0
1610,4,2|val,6.6000000000000005,0.1560150065,suv,3,f,c,2,dissel,194,107.0,silver,s,1,weekday,6am - 12pm,6,653.2088058386182,0.0,0,0,0.0,0.0
1611,1,1|bld,2.59,0.161410871,stnwg,1,m,f,3,dissel,206,81.0,black,s,1,weekday,6am - 12pm,6,650.258984847491,0.0,0,0,0.0,0.0
1612,4,2|val,1.0697000000000008,0.1012381615,stnwg,1,f,b,4,hybrid,134,70.0,blue,s,1,weekend,12pm - 6pm,6,653.1574266702173,0.0,0,0,0.0,0.0
1613,1,1|bld,4.44,0.535670439,stnwg,3,f,d,5,petrol,118,109.0,gray,s,1,weekday,12pm - 6pm,12,639.2211908648164,0.0,0,0,0.0,0.0
